tim_1;tim_2;kondisi_team1_player1;kondisi_team1_player2;kondisi_team2_player1;kondisi_team2_player2;skor
Wirawan/Angga;Moel/Dennis;Fit;Recovery;Sick;Fit;'2-1
Arya/Eka;Moel/Dennis;Sick;Recovery;Fit;Sick;'1-2
Wawo/Wirawan;Arya/David;Recovery;Recovery;Fit;Sick;'2-0
Moel/David;Angga/Dennis;Sick;Fit;Injured;Injured;'1-2
Wawo/David;Wirawan/Arya;Fit;Injured;Recovery;Recovery;'0-2
Wawo/Wirawan;Angga/Dennis;Recovery;Injured;Fit;Fit;'0-2
Arya/Wawo;Wirawan/Eka;Injured;Sick;Fit;Sick;'1-2
David/Angga;Dennis/Arya;Recovery;Recovery;Sick;Fit;'1-2
Arya/Eka;Dennis/Wirawan;Injured;Injured;Fit;Sick;'1-2
Dennis/Eka;David/Wawo;Sick;Fit;Fit;Injured;'0-2
Arya/Dennis;Eka/Angga;Injured;Fit;Fit;Fit;'1-2
Wawo/Angga;Dennis/Moel;Injured;Fit;Fit;Recovery;'0-2
Wirawan/Dennis;Angga/Eka;Sick;Injured;Sick;Recovery;'1-2
Angga/David;Moel/Wawo;Fit;Recovery;Injured;Sick;'0-2
Arya/David;Dennis/Wirawan;Recovery;Fit;Recovery;Sick;'2-0
Eka/David;Wawo/Wirawan;Recovery;Fit;Fit;Injured;'0-2
Moel/Wirawan;David/Dennis;Injured;Fit;Fit;Injured;'2-1
Dennis/David;Wawo/Angga;Injured;Sick;Sick;Injured;'1-2
Moel/Wirawan;Wawo/Dennis;Fit;Fit;Sick;Injured;'2-1
Dennis/Angga;Wawo/Moel;Recovery;Fit;Injured;Recovery;'2-0
Angga/Arya;David/Eka;Recovery;Injured;Fit;Fit;'0-2
Arya/Angga;Wirawan/Wawo;Sick;Fit;Fit;Recovery;'0-2
David/Angga;Wawo/Dennis;Sick;Fit;Recovery;Recovery;'0-2
Angga/Wawo;Moel/Dennis;Recovery;Injured;Recovery;Sick;'2-0
Wirawan/David;Arya/Wawo;Fit;Injured;Sick;Fit;'2-0
Arya/Wirawan;Moel/Wawo;Injured;Fit;Fit;Recovery;'2-0
Eka/Wawo;Angga/Moel;Recovery;Recovery;Injured;Recovery;'2-1
Moel/Arya;Eka/Wawo;Fit;Fit;Recovery;Fit;'2-1
Wawo/Eka;Moel/Arya;Sick;Fit;Fit;Sick;'0-2
Dennis/Wawo;Moel/Eka;Fit;Fit;Fit;Sick;'2-0
Dennis/Angga;Moel/Wirawan;Sick;Sick;Fit;Fit;'2-1
David/Dennis;Arya/Moel;Injured;Injured;Fit;Fit;'2-0
Moel/Dennis;Arya/David;Sick;Injured;Injured;Fit;'1-2
Arya/David;Angga/Dennis;Injured;Recovery;Recovery;Sick;'2-0
David/Angga;Eka/Moel;Recovery;Recovery;Sick;Fit;'1-2
Arya/Dennis;Eka/Moel;Sick;Recovery;Fit;Fit;'2-1
Arya/Wirawan;Eka/Wawo;Sick;Sick;Sick;Injured;'1-2
Angga/Wirawan;Moel/David;Sick;Sick;Injured;Sick;'2-1
David/Eka;Angga/Arya;Injured;Sick;Fit;Fit;'1-2
Eka/Angga;Arya/Wawo;Sick;Sick;Recovery;Fit;'2-0
Dennis/Wirawan;Moel/Wawo;Recovery;Fit;Fit;Sick;'0-2
David/Moel;Eka/Dennis;Recovery;Recovery;Sick;Sick;'2-0
Wawo/Dennis;Arya/David;Recovery;Fit;Recovery;Sick;'0-2
Eka/Dennis;Moel/David;Sick;Injured;Recovery;Recovery;'1-2
Arya/Dennis;David/Wawo;Fit;Fit;Recovery;Sick;'2-0
Eka/Dennis;Arya/Moel;Fit;Injured;Fit;Fit;'1-2
Dennis/Angga;Arya/David;Injured;Sick;Sick;Sick;'1-2
Arya/Angga;David/Wirawan;Sick;Fit;Recovery;Sick;'1-2
David/Angga;Wawo/Dennis;Fit;Sick;Injured;Sick;'2-1
David/Dennis;Angga/Arya;Fit;Fit;Recovery;Injured;'1-2
Eka/David;Angga/Arya;Recovery;Recovery;Injured;Recovery;'2-1
Dennis/Angga;Arya/Wawo;Injured;Sick;Fit;Sick;'2-0
Eka/Wirawan;Dennis/Angga;Injured;Sick;Sick;Injured;'0-2
Dennis/Arya;Eka/Wirawan;Recovery;Fit;Sick;Recovery;'2-1
Arya/Wirawan;Angga/David;Fit;Fit;Fit;Fit;'2-1
Wawo/Arya;Moel/David;Injured;Sick;Recovery;Recovery;'2-1
Dennis/Moel;Wawo/Eka;Injured;Fit;Sick;Injured;'2-1
Eka/Wirawan;Angga/Moel;Recovery;Fit;Fit;Recovery;'0-2
Eka/Wawo;David/Dennis;Sick;Recovery;Recovery;Recovery;'0-2
Arya/Moel;Wirawan/Angga;Sick;Fit;Sick;Fit;'1-2
Eka/Wawo;Arya/David;Sick;Fit;Fit;Injured;'2-1
Eka/Wirawan;Dennis/Wawo;Recovery;Recovery;Injured;Injured;'0-2
Moel/Dennis;Eka/David;Injured;Sick;Injured;Sick;'2-0
David/Angga;Dennis/Moel;Injured;Fit;Fit;Sick;'1-2
Arya/David;Dennis/Moel;Sick;Sick;Fit;Recovery;'1-2
Eka/Angga;Dennis/David;Recovery;Sick;Recovery;Sick;'0-2
David/Dennis;Arya/Eka;Recovery;Sick;Injured;Recovery;'0-2
Angga/Wirawan;Dennis/Arya;Sick;Sick;Fit;Injured;'0-2
Eka/Wirawan;Arya/Angga;Injured;Injured;Sick;Fit;'2-1
Eka/Arya;Dennis/Moel;Recovery;Sick;Sick;Sick;'2-0
Wirawan/Arya;Angga/Wawo;Injured;Fit;Sick;Sick;'2-0
Eka/Wirawan;Arya/David;Recovery;Injured;Recovery;Recovery;'2-1
Eka/Wirawan;Wawo/Moel;Injured;Injured;Fit;Injured;'1-2
Wawo/Arya;Moel/Angga;Fit;Sick;Fit;Recovery;'2-1
Moel/Angga;Dennis/Wirawan;Injured;Injured;Sick;Fit;'1-2
Wawo/Wirawan;Arya/David;Fit;Fit;Sick;Recovery;'2-0
Wawo/Arya;Angga/Eka;Injured;Fit;Sick;Sick;'2-0
Angga/Wawo;Arya/Moel;Fit;Sick;Injured;Fit;'0-2
Eka/Angga;Arya/Moel;Recovery;Recovery;Sick;Injured;'0-2
David/Wirawan;Dennis/Moel;Sick;Sick;Fit;Recovery;'2-1
Moel/Wirawan;Arya/Angga;Fit;Fit;Sick;Sick;'2-0
David/Dennis;Angga/Moel;Fit;Fit;Sick;Injured;'2-1
Wawo/Dennis;Eka/Angga;Injured;Sick;Sick;Recovery;'0-2
Angga/Wirawan;Dennis/Arya;Sick;Recovery;Fit;Fit;'2-0
David/Wirawan;Eka/Arya;Sick;Injured;Injured;Sick;'2-1
Dennis/Moel;David/Wirawan;Injured;Sick;Recovery;Recovery;'1-2
David/Moel;Angga/Dennis;Sick;Recovery;Recovery;Sick;'2-1
Wirawan/Wawo;Dennis/Eka;Injured;Injured;Recovery;Fit;'0-2
Arya/Wawo;Wirawan/Moel;Recovery;Sick;Injured;Sick;'0-2
Moel/Wawo;Wirawan/Arya;Fit;Sick;Fit;Recovery;'0-2
Eka/Wawo;Dennis/Moel;Fit;Fit;Fit;Recovery;'0-2
Moel/Angga;Dennis/Wawo;Sick;Sick;Sick;Injured;'2-0
Eka/David;Dennis/Wawo;Sick;Sick;Injured;Recovery;'1-2
Wawo/Moel;Eka/Wirawan;Recovery;Fit;Injured;Recovery;'1-2
Moel/Dennis;David/Arya;Injured;Recovery;Injured;Recovery;'2-1
Arya/Wawo;Dennis/Wirawan;Sick;Fit;Recovery;Recovery;'0-2
Wawo/Wirawan;Moel/Arya;Recovery;Fit;Fit;Recovery;'1-2
Wawo/Eka;Wirawan/Angga;Injured;Recovery;Fit;Sick;'0-2
David/Angga;Moel/Arya;Sick;Sick;Recovery;Fit;'2-1
Angga/David;Dennis/Eka;Sick;Fit;Recovery;Injured;'0-2
Moel/Eka;David/Angga;Injured;Sick;Fit;Fit;'1-2
Eka/Wawo;Angga/David;Recovery;Sick;Fit;Injured;'2-1
Angga/Wirawan;Moel/Arya;Injured;Injured;Injured;Fit;'1-2
Wawo/Wirawan;Dennis/Eka;Sick;Fit;Sick;Injured;'1-2
Dennis/Arya;Angga/David;Sick;Fit;Injured;Fit;'2-0
Arya/Angga;Dennis/Wirawan;Recovery;Sick;Sick;Recovery;'0-2
Wirawan/Wawo;Arya/Eka;Injured;Fit;Recovery;Injured;'0-2
David/Moel;Arya/Angga;Fit;Fit;Injured;Injured;'0-2
Eka/David;Dennis/Wawo;Recovery;Injured;Sick;Injured;'2-1
Angga/Arya;Eka/Dennis;Fit;Sick;Injured;Fit;'0-2
David/Wirawan;Angga/Wawo;Recovery;Injured;Injured;Sick;'0-2
Wawo/Eka;Angga/Moel;Fit;Recovery;Fit;Fit;'1-2
Dennis/Wirawan;David/Eka;Injured;Fit;Fit;Fit;'0-2
Wirawan/Angga;David/Arya;Sick;Recovery;Fit;Recovery;'1-2
Moel/Arya;Angga/David;Injured;Fit;Injured;Sick;'1-2
Dennis/Moel;David/Wirawan;Recovery;Fit;Recovery;Fit;'2-0
Moel/Eka;Wawo/Wirawan;Sick;Fit;Recovery;Injured;'2-0
Eka/Moel;Angga/Dennis;Injured;Recovery;Recovery;Recovery;'2-0
David/Angga;Wawo/Dennis;Fit;Fit;Injured;Sick;'2-1
Dennis/Wirawan;Arya/Moel;Sick;Sick;Recovery;Injured;'2-0
Angga/Moel;Wirawan/Arya;Sick;Recovery;Fit;Injured;'0-2
Moel/David;Wawo/Angga;Sick;Recovery;Recovery;Recovery;'0-2
Moel/Arya;Wirawan/Wawo;Fit;Recovery;Recovery;Sick;'2-1
Wawo/Dennis;Arya/Moel;Sick;Fit;Fit;Injured;'2-1
Angga/Eka;Moel/David;Sick;Recovery;Sick;Injured;'0-2
Wawo/David;Arya/Eka;Injured;Sick;Fit;Recovery;'0-2
Wawo/Eka;Angga/David;Sick;Fit;Fit;Fit;'1-2
David/Moel;Arya/Angga;Injured;Recovery;Injured;Recovery;'0-2
Eka/David;Arya/Moel;Recovery;Injured;Sick;Injured;'1-2
Arya/Eka;Wirawan/Dennis;Recovery;Sick;Fit;Sick;'2-0
David/Eka;Moel/Wirawan;Recovery;Sick;Recovery;Fit;'0-2
Eka/Angga;David/Arya;Recovery;Recovery;Injured;Recovery;'1-2
Arya/David;Dennis/Angga;Injured;Recovery;Recovery;Injured;'1-2
David/Dennis;Eka/Angga;Recovery;Recovery;Injured;Recovery;'0-2
Dennis/Moel;Angga/Arya;Fit;Fit;Recovery;Injured;'2-1
Wawo/Arya;Eka/Dennis;Recovery;Recovery;Recovery;Fit;'0-2
David/Eka;Angga/Arya;Sick;Recovery;Recovery;Injured;'1-2
Eka/Angga;David/Dennis;Injured;Fit;Fit;Injured;'2-1
Dennis/David;Eka/Angga;Fit;Fit;Injured;Recovery;'0-2
David/Wirawan;Arya/Wawo;Fit;Sick;Fit;Fit;'1-2
Arya/Eka;Wirawan/Angga;Sick;Fit;Sick;Fit;'1-2
Moel/Wawo;Wirawan/David;Recovery;Fit;Injured;Recovery;'2-0
David/Wirawan;Arya/Dennis;Recovery;Injured;Injured;Fit;'2-1
Arya/Dennis;Wirawan/Wawo;Sick;Recovery;Recovery;Sick;'1-2
Arya/Wirawan;Eka/David;Fit;Injured;Sick;Sick;'2-1
Eka/David;Wirawan/Moel;Injured;Recovery;Fit;Injured;'2-0
David/Eka;Dennis/Arya;Injured;Sick;Injured;Injured;'2-1
Angga/Arya;Moel/Wirawan;Fit;Recovery;Injured;Sick;'1-2
Dennis/Moel;Wirawan/Wawo;Fit;Fit;Injured;Injured;'2-1
Wawo/Eka;David/Moel;Recovery;Sick;Sick;Injured;'2-1
Arya/Eka;Moel/Angga;Recovery;Fit;Fit;Recovery;'1-2
Eka/Dennis;Arya/Moel;Fit;Recovery;Injured;Recovery;'2-1
Wawo/Angga;Moel/David;Recovery;Fit;Sick;Fit;'1-2
Moel/David;Wawo/Arya;Fit;Fit;Injured;Sick;'2-1
Dennis/Arya;Angga/Wawo;Fit;Sick;Sick;Recovery;'2-0
David/Moel;Wawo/Wirawan;Recovery;Recovery;Sick;Sick;'1-2
Moel/Eka;Arya/Angga;Fit;Sick;Fit;Recovery;'2-0
Moel/Arya;Dennis/Eka;Injured;Recovery;Sick;Sick;'2-1
Wirawan/Dennis;Angga/Eka;Recovery;Fit;Injured;Recovery;'2-0
Dennis/Angga;David/Wirawan;Sick;Recovery;Fit;Recovery;'2-0
Dennis/Eka;David/Wawo;Injured;Injured;Fit;Fit;'2-0
Moel/Wawo;David/Dennis;Injured;Sick;Fit;Sick;'2-0
Moel/Wirawan;David/Wawo;Recovery;Fit;Fit;Recovery;'2-1
Eka/Dennis;Angga/Arya;Injured;Sick;Fit;Fit;'2-0
Arya/Dennis;Moel/Eka;Sick;Recovery;Fit;Fit;'0-2
Arya/Dennis;Moel/Wirawan;Sick;Recovery;Injured;Fit;'1-2
Wawo/Wirawan;Arya/David;Sick;Sick;Injured;Sick;'1-2
Arya/Dennis;Wawo/Eka;Injured;Injured;Fit;Injured;'2-1
David/Wirawan;Arya/Angga;Recovery;Fit;Sick;Sick;'2-0
Moel/Dennis;David/Wirawan;Recovery;Fit;Injured;Sick;'2-1
Wirawan/Angga;Arya/David;Sick;Injured;Injured;Injured;'2-1
Dennis/Wawo;Moel/Eka;Sick;Recovery;Recovery;Recovery;'2-0
Arya/Angga;David/Wawo;Fit;Sick;Fit;Sick;'1-2
Angga/Dennis;Wirawan/Moel;Injured;Recovery;Recovery;Recovery;'2-0
Wirawan/David;Eka/Arya;Injured;Recovery;Fit;Injured;'2-0
Angga/David;Wawo/Moel;Sick;Injured;Recovery;Sick;'2-0
Wawo/Dennis;Arya/Moel;Fit;Injured;Sick;Injured;'2-0
Wirawan/Wawo;Moel/Eka;Sick;Sick;Recovery;Recovery;'2-0
Eka/David;Angga/Dennis;Recovery;Sick;Recovery;Fit;'1-2
Eka/Arya;Angga/Wawo;Sick;Recovery;Fit;Fit;'0-2
Wawo/Wirawan;Eka/Angga;Injured;Fit;Injured;Fit;'1-2
Moel/Eka;Wawo/Angga;Recovery;Sick;Sick;Sick;'2-0
David/Wirawan;Wawo/Arya;Recovery;Sick;Injured;Injured;'2-0
Dennis/Wirawan;Angga/Moel;Injured;Recovery;Recovery;Recovery;'2-0
Moel/Dennis;Arya/Eka;Injured;Sick;Sick;Sick;'2-0
Dennis/David;Wawo/Eka;Sick;Fit;Recovery;Recovery;'2-1
Wirawan/Moel;Dennis/Angga;Sick;Recovery;Injured;Sick;'2-0
Wirawan/Angga;Eka/Dennis;Injured;Fit;Recovery;Sick;'2-0
Arya/Angga;David/Eka;Sick;Fit;Sick;Recovery;'0-2
Angga/Eka;Arya/Wirawan;Recovery;Fit;Recovery;Recovery;'2-0
Wawo/Moel;Wirawan/Eka;Recovery;Recovery;Recovery;Injured;'2-1
Dennis/Wawo;David/Angga;Recovery;Fit;Fit;Fit;'1-2
Moel/Dennis;Arya/Angga;Recovery;Injured;Sick;Injured;'2-0
Wawo/Angga;Eka/Wirawan;Fit;Sick;Sick;Injured;'1-2
Wirawan/Dennis;Arya/Eka;Injured;Recovery;Injured;Sick;'2-0
Moel/Angga;David/Eka;Injured;Recovery;Injured;Injured;'0-2
Wawo/Angga;Eka/David;Sick;Recovery;Fit;Recovery;'0-2
Moel/Angga;Arya/Eka;Fit;Recovery;Recovery;Recovery;'0-2
Dennis/David;Arya/Moel;Fit;Injured;Injured;Fit;'2-1
Angga/Wawo;Eka/David;Fit;Sick;Recovery;Injured;'2-1
David/Arya;Dennis/Angga;Recovery;Injured;Injured;Sick;'2-0
Arya/Wirawan;Wawo/David;Injured;Recovery;Sick;Sick;'1-2
Moel/Dennis;Angga/Wawo;Recovery;Injured;Injured;Sick;'2-1
David/Arya;Angga/Moel;Injured;Fit;Sick;Injured;'1-2
Dennis/Wirawan;Angga/Moel;Injured;Sick;Injured;Fit;'1-2
Eka/Wirawan;Moel/Arya;Recovery;Sick;Sick;Recovery;'2-0
Wirawan/Dennis;Wawo/Moel;Fit;Recovery;Injured;Fit;'2-1
David/Wawo;Dennis/Moel;Recovery;Fit;Sick;Recovery;'1-2
Arya/Wawo;David/Eka;Recovery;Injured;Recovery;Fit;'0-2
Wawo/Arya;Eka/Wirawan;Injured;Sick;Injured;Sick;'1-2
Eka/David;Angga/Wirawan;Recovery;Fit;Fit;Sick;'0-2
Eka/Angga;Moel/Arya;Fit;Recovery;Fit;Recovery;'2-0
Wawo/Arya;David/Eka;Recovery;Fit;Sick;Injured;'2-1
Eka/Arya;Wawo/Wirawan;Sick;Fit;Injured;Fit;'2-0
Eka/David;Wawo/Moel;Recovery;Fit;Sick;Recovery;'1-2
Eka/Arya;Wawo/Dennis;Fit;Sick;Fit;Injured;'2-1
Wirawan/Eka;Angga/Wawo;Sick;Recovery;Fit;Injured;'2-0
Angga/Wawo;Dennis/Eka;Fit;Recovery;Injured;Recovery;'2-0
